model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Swallow-8B-bf16,bf16,6,F6-42,v0,tail,20260905,1,machine,True,0.9032,26,2969.4,results_swallow/raw/Swallow-8B-bf16/F6-42__v0.txt,0.4194,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1880,1915,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:04,81,,
Swallow-8B-bf16,bf16,6,F6-42,v1,tail,20260905,1,machine,True,0.9032,27,3174.0,results_swallow/raw/Swallow-8B-bf16/F6-42__v1.txt,0.4194,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1352,1364,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:05,81,,
Swallow-8B-bf16,bf16,6,F6-43,v0,tail,20260905,1,machine,True,0.9268,32,3507.5,results_swallow/raw/Swallow-8B-bf16/F6-43__v0.txt,0.439,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1834,1871,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:05,81,,
Swallow-8B-bf16,bf16,6,F6-43,full,tail,20260905,1,machine,True,0.9231,35,3761.9,results_swallow/raw/Swallow-8B-bf16/F6-43__full.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3056,3099,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:05,81,,
Swallow-8B-bf16,bf16,6,F6-43,v1,tail,20260905,1,machine,True,0.9286,33,3167.6,results_swallow/raw/Swallow-8B-bf16/F6-43__v1.txt,0.4286,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1314,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:06,81,,
Swallow-8B-bf16,bf16,6,F6-44,full,tail,20260905,1,machine,True,0.9268,32,3043.2,results_swallow/raw/Swallow-8B-bf16/F6-44__full.txt,0.439,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3050,3092,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:06,81,,
Swallow-8B-bf16,bf16,6,F6-45,v0,tail,20260905,1,machine,True,0.8889,23,1654.0,results_swallow/raw/Swallow-8B-bf16/F6-45__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1833,1864,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:06,81,,
Swallow-8B-bf16,bf16,6,F6-44,v0,tail,20260905,1,machine,True,0.9189,31,2646.8,results_swallow/raw/Swallow-8B-bf16/F6-44__v0.txt,0.3243,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1827,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:06,81,,
Swallow-8B-bf16,bf16,6,F6-44,v1,tail,20260905,1,machine,True,0.9286,33,2757.5,results_swallow/raw/Swallow-8B-bf16/F6-44__v1.txt,0.4286,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1308,1319,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:07,81,,
Swallow-8B-bf16,bf16,6,F6-45,full,tail,20260905,1,machine,True,0.9231,35,2687.7,results_swallow/raw/Swallow-8B-bf16/F6-45__full.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3060,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:07,81,,
Swallow-8B-bf16,bf16,6,F6-45,v1,tail,20260905,1,machine,True,0.9286,33,2109.7,results_swallow/raw/Swallow-8B-bf16/F6-45__v1.txt,0.4286,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1316,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:07,81,,
