model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Qwen3-8B-int8,int8,6,F6-24,v0,mid,20260905,1,machine,True,0.7,31,1558.1,raw/Qwen3-8B-int8/F6-24__v0.txt,0.1667,0.0333,0.0,lines,移動,field,C-0004,,0,,,,,,,,,,1890,1888,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-8B-int8,int8,6,F6-25,full,mid,20260905,1,machine,True,0.6538,27,1457.2,raw/Qwen3-8B-int8/F6-25__full.txt,0.1923,0.0385,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,3148,3114,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-14B-int8,int8,6,F6-09,v1,plain,20260905,1,machine,True,0.9118,32,2793.3,raw/Qwen3-14B-int8/F6-09__v1.txt,0.3529,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1319,1315,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-8B-int8,int8,6,F6-25,v0,mid,20260905,1,machine,True,0.6538,27,1308.1,raw/Qwen3-8B-int8/F6-25__v0.txt,0.1923,0.0385,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,1891,1887,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-8B-int8,int8,6,F6-24,v1,mid,20260905,1,machine,True,0.7632,34,1703.4,raw/Qwen3-8B-int8/F6-24__v1.txt,0.4211,0.0263,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1362,1350,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-8B-int8,int8,6,F6-26,full,mid,20260905,1,machine,True,0.8889,24,1140.7,raw/Qwen3-8B-int8/F6-26__full.txt,0.4074,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3140,3123,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-14B-int8,int8,6,F6-10,full,plain,20260905,1,machine,True,0.9189,38,3205.8,raw/Qwen3-14B-int8/F6-10__full.txt,0.4054,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3116,3097,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-8B-int8,int8,6,F6-25,v1,mid,20260905,1,machine,True,0.6897,30,1605.2,raw/Qwen3-8B-int8/F6-25__v1.txt,0.2069,0.0345,0.0,lines,移動,field,C-0166,,0,,,,,,,,,,1361,1346,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-14B-int8,int8,6,F6-10,v0,plain,20260905,1,machine,True,0.9111,39,3231.1,raw/Qwen3-14B-int8/F6-10__v0.txt,0.4,0.0222,0.0,lines,移動,field,なし,,0,,,,,,,,,,1851,1864,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-14B-int8,int8,6,F6-10,v1,plain,20260905,1,machine,True,0.9143,33,2518.5,raw/Qwen3-14B-int8/F6-10__v1.txt,0.4286,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1319,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-8B-int8,int8,6,F6-26,v0,mid,20260905,1,machine,True,0.8438,33,1463.4,raw/Qwen3-8B-int8/F6-26__v0.txt,0.375,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1882,1895,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-8B-int8,int8,6,F6-27,full,mid,20260905,1,machine,True,0.9,29,1337.4,raw/Qwen3-8B-int8/F6-27__full.txt,0.3667,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3141,3124,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-8B-int8,int8,6,F6-26,v1,mid,20260905,1,machine,True,0.6765,35,1506.9,raw/Qwen3-8B-int8/F6-26__v1.txt,0.2059,0.0294,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1344,1342,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:52,81,,
Qwen3-14B-int8,int8,6,F6-11,v1,plain,20260905,1,machine,True,0.9143,34,3023.9,raw/Qwen3-14B-int8/F6-11__v1.txt,0.3429,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-27,v0,mid,20260905,1,machine,True,0.8438,33,1419.6,raw/Qwen3-8B-int8/F6-27__v0.txt,0.375,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1883,1895,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-14B-int8,int8,6,F6-11,full,plain,20260905,1,machine,True,0.9189,38,3239.9,raw/Qwen3-14B-int8/F6-11__full.txt,0.4054,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3116,3098,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-28,full,mid,20260905,1,machine,True,0.7,30,1285.4,raw/Qwen3-8B-int8/F6-28__full.txt,0.2333,0.0333,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,3137,3117,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-28,v0,mid,20260905,1,machine,True,0.6429,29,1234.2,raw/Qwen3-8B-int8/F6-28__v0.txt,0.2143,0.0714,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1875,1884,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-28,v1,mid,20260905,1,machine,True,0.6667,30,1397.8,raw/Qwen3-8B-int8/F6-28__v1.txt,0.2,0.0667,0.0,lines,会話,field,C-0117,,0,,,,,,,,,,1344,1341,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-27,v1,mid,20260905,1,machine,True,0.8529,34,1719.0,raw/Qwen3-8B-int8/F6-27__v1.txt,0.3824,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1345,1343,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-14B-int8,int8,6,F6-12,full,plain,20260905,1,machine,True,0.9189,40,3074.5,raw/Qwen3-14B-int8/F6-12__full.txt,0.3243,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3129,3104,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-8B-int8,int8,6,F6-29,full,mid,20260905,1,machine,True,0.8636,24,1412.4,raw/Qwen3-8B-int8/F6-29__full.txt,0.3182,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3137,3117,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:53,81,,
Qwen3-14B-int8,int8,6,F6-11,v0,plain,20260905,1,machine,True,0.8305,49,4189.1,raw/Qwen3-14B-int8/F6-11__v0.txt,0.3898,0.0339,0.0,lines,移動,field,C-0031,,0,,,,,,,,,,1855,1865,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-8B-int8,int8,6,F6-29,v0,mid,20260905,1,machine,True,0.6429,29,1437.7,raw/Qwen3-8B-int8/F6-29__v0.txt,0.2143,0.0714,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1875,1884,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-8B-int8,int8,6,F6-29,v1,mid,20260905,1,machine,True,0.6667,29,1436.7,raw/Qwen3-8B-int8/F6-29__v1.txt,0.2,0.0667,0.0,lines,会話,field,C-0117,,0,,,,,,,,,,1344,1341,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-14B-int8,int8,6,F6-12,v0,plain,20260905,1,machine,True,0.9302,38,2827.8,raw/Qwen3-14B-int8/F6-12__v0.txt,0.3953,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1866,1872,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-8B-int8,int8,6,F6-30,v1,mid,20260905,1,machine,True,0.8846,24,1528.3,raw/Qwen3-8B-int8/F6-30__v1.txt,0.5,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1341,1342,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-8B-int8,int8,6,F6-30,full,mid,20260905,1,machine,True,0.6667,29,1696.0,raw/Qwen3-8B-int8/F6-30__full.txt,0.2222,0.037,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,3129,3108,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:54,81,,
Qwen3-8B-int8,int8,6,F6-31,full,tail,20260905,1,machine,True,0.6538,27,1486.5,raw/Qwen3-8B-int8/F6-31__full.txt,0.1923,0.0385,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,3116,3096,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-30,v0,mid,20260905,1,machine,True,0.9143,33,1935.9,raw/Qwen3-8B-int8/F6-30__v0.txt,0.4,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1872,1878,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-31,v1,tail,20260905,1,machine,True,0.9,26,1181.7,raw/Qwen3-8B-int8/F6-31__v1.txt,0.4,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-14B-int8,int8,6,F6-13,v0,plain,20260905,1,machine,True,0.9333,39,2893.1,raw/Qwen3-14B-int8/F6-13__v0.txt,0.4444,0.0,0.0,lines,移動,field,なし,,0,,,,,,,,,,1851,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-14B-int8,int8,6,F6-14,v0,plain,20260905,1,machine,True,0.9167,30,1661.4,raw/Qwen3-14B-int8/F6-14__v0.txt,0.3889,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1849,1860,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-31,v0,tail,20260905,1,machine,True,0.9091,33,1928.1,raw/Qwen3-8B-int8/F6-31__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1855,1864,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-14B-int8,int8,6,F6-13,v1,plain,20260905,1,machine,True,0.9091,39,2564.1,raw/Qwen3-14B-int8/F6-13__v1.txt,0.3636,0.0227,0.0,lines,待機,field,なし,,0,,,,,,,,,,1320,1319,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-14B-int8,int8,6,F6-13,full,plain,20260905,1,machine,True,0.7805,46,3486.3,raw/Qwen3-14B-int8/F6-13__full.txt,0.2439,0.0244,0.0,lines,購入,field,C-0190,,0,,,,,,,,,,3115,3095,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-14B-int8,int8,6,F6-12,v1,plain,20260905,1,machine,True,0.766,49,3618.0,raw/Qwen3-14B-int8/F6-12__v1.txt,0.234,0.0213,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,1327,1323,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-32,full,tail,20260905,1,machine,True,0.8696,25,1536.9,raw/Qwen3-8B-int8/F6-32__full.txt,0.3478,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3122,3098,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-32,v0,tail,20260905,1,machine,True,0.6786,28,1618.5,raw/Qwen3-8B-int8/F6-32__v0.txt,0.1429,0.0357,0.0,lines,移動,field,C-0007,,0,,,,,,,,,,1865,1868,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-33,full,tail,20260905,1,machine,True,0.8696,23,1186.6,raw/Qwen3-8B-int8/F6-33__full.txt,0.2609,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3129,3114,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:55,81,,
Qwen3-8B-int8,int8,6,F6-32,v1,tail,20260905,1,machine,True,0.6897,29,1519.6,raw/Qwen3-8B-int8/F6-32__v1.txt,0.2414,0.0345,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1320,1314,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-8B-int8,int8,6,F6-33,v0,tail,20260905,1,machine,True,0.6667,29,1437.1,raw/Qwen3-8B-int8/F6-33__v0.txt,0.2222,0.037,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1867,1882,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-8B-int8,int8,6,F6-34,full,tail,20260905,1,machine,True,0.6667,28,1372.8,raw/Qwen3-8B-int8/F6-34__full.txt,0.1481,0.037,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,3125,3108,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-8B-int8,int8,6,F6-33,v1,tail,20260905,1,machine,True,0.7188,29,1423.2,raw/Qwen3-8B-int8/F6-33__v1.txt,0.375,0.0312,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1327,1323,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-14B-int8,int8,6,F6-14,full,plain,20260905,1,machine,True,0.7907,45,3453.0,raw/Qwen3-14B-int8/F6-14__full.txt,0.3488,0.0233,0.0,lines,購入,field,C-0135,,0,,,,,,,,,,3114,3095,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-8B-int8,int8,6,F6-34,v0,tail,20260905,1,machine,True,0.7097,28,1396.2,raw/Qwen3-8B-int8/F6-34__v0.txt,0.2581,0.0323,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1859,1872,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:56,81,,
Qwen3-14B-int8,int8,6,F6-14,v1,plain,20260905,1,machine,True,0.7179,37,2956.9,raw/Qwen3-14B-int8/F6-14__v1.txt,0.1538,0.0256,0.0,lines,移動,field,C-0135,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-35,full,tail,20260905,1,machine,True,0.6667,28,1433.1,raw/Qwen3-8B-int8/F6-35__full.txt,0.1481,0.037,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,3120,3099,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-34,v1,tail,20260905,1,machine,True,0.7059,32,1554.5,raw/Qwen3-8B-int8/F6-34__v1.txt,0.2647,0.0588,0.0,lines,移動,field,C-0116,,0,,,,,,,,,,1329,1323,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-14B-int8,int8,6,F6-15,full,plain,20260905,1,machine,True,0.925,31,2896.1,raw/Qwen3-14B-int8/F6-15__full.txt,0.55,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3116,3095,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-35,v1,tail,20260905,1,machine,True,0.6538,28,1370.2,raw/Qwen3-8B-int8/F6-35__v1.txt,0.1538,0.0385,0.0,lines,休憩,field,C-0012,,0,,,,,,,,,,1326,1320,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-35,v0,tail,20260905,1,machine,True,0.7,31,1601.5,raw/Qwen3-8B-int8/F6-35__v0.txt,0.2,0.0333,0.0,lines,移動,field,C-0013,,0,,,,,,,,,,1856,1865,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-14B-int8,int8,6,F6-15,v1,plain,20260905,1,machine,True,0.9062,30,2576.0,raw/Qwen3-14B-int8/F6-15__v1.txt,0.375,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-36,full,tail,20260905,1,machine,True,0.6667,27,1509.0,raw/Qwen3-8B-int8/F6-36__full.txt,0.1481,0.037,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,3124,3105,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:57,81,,
Qwen3-8B-int8,int8,6,F6-37,full,tail,20260905,1,machine,True,0.6538,26,1208.7,raw/Qwen3-8B-int8/F6-37__full.txt,0.1923,0.0385,0.0,lines,移動,field,C-0031,,0,,,,,,,,,,3124,3105,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-8B-int8,int8,6,F6-36,v1,tail,20260905,1,machine,True,0.7,30,1608.4,raw/Qwen3-8B-int8/F6-36__v1.txt,0.2667,0.0333,0.0,lines,待機,field,C-0004,,0,,,,,,,,,,1321,1319,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-14B-int8,int8,6,F6-15,v0,plain,20260905,1,machine,True,0.9302,36,3146.5,raw/Qwen3-14B-int8/F6-15__v0.txt,0.4651,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1854,1865,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-8B-int8,int8,6,F6-36,v0,tail,20260905,1,machine,True,0.9062,36,2039.8,raw/Qwen3-8B-int8/F6-36__v0.txt,0.2812,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1868,1877,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-8B-int8,int8,6,F6-37,v0,tail,20260905,1,machine,True,0.8636,24,1343.7,raw/Qwen3-8B-int8/F6-37__v0.txt,0.2727,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1867,1876,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-14B-int8,int8,6,F6-16,full,mid,20260905,1,machine,True,0.8571,35,3105.7,raw/Qwen3-14B-int8/F6-16__full.txt,0.2857,0.0286,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,3130,3102,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-14B-int8,int8,6,F6-16,v1,mid,20260905,1,machine,True,0.8571,33,2947.4,raw/Qwen3-14B-int8/F6-16__v1.txt,0.3429,0.0286,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1325,1313,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-14B-int8,int8,6,F6-16,v0,mid,20260905,1,machine,True,0.8462,35,3024.3,raw/Qwen3-14B-int8/F6-16__v0.txt,0.3846,0.0256,0.0,lines,購入,field,なし,,0,,,,,,,,,,1868,1869,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:58,81,,
Qwen3-8B-int8,int8,6,F6-38,full,tail,20260905,1,machine,True,0.6538,27,1485.7,raw/Qwen3-8B-int8/F6-38__full.txt,0.1923,0.0385,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,3134,3116,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-37,v1,tail,20260905,1,machine,True,0.7,31,1701.8,raw/Qwen3-8B-int8/F6-37__v1.txt,0.2,0.0333,0.0,lines,移動,field,C-0029,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-38,v0,tail,20260905,1,machine,True,0.7097,28,1534.6,raw/Qwen3-8B-int8/F6-38__v0.txt,0.3871,0.0323,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1872,1885,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-39,v0,tail,20260905,1,machine,True,0.88,24,1484.9,raw/Qwen3-8B-int8/F6-39__v0.txt,0.32,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1863,1868,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-39,full,tail,20260905,1,machine,True,0.88,25,1507.0,raw/Qwen3-8B-int8/F6-39__full.txt,0.32,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3124,3100,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-38,v1,tail,20260905,1,machine,True,0.7273,30,1648.1,raw/Qwen3-8B-int8/F6-38__v1.txt,0.3939,0.0303,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-14B-int8,int8,6,F6-17,full,mid,20260905,1,machine,True,0.7222,37,3096.6,raw/Qwen3-14B-int8/F6-17__full.txt,0.2778,0.0278,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,3133,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-14B-int8,int8,6,F6-17,v1,mid,20260905,1,machine,True,0.6875,32,2468.5,raw/Qwen3-14B-int8/F6-17__v1.txt,0.25,0.0312,0.0,lines,移動,field,C-0087,,0,,,,,,,,,,1324,1312,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:59,81,,
Qwen3-8B-int8,int8,6,F6-40,v0,tail,20260905,1,machine,True,0.9143,23,1272.0,raw/Qwen3-8B-int8/F6-40__v0.txt,0.4857,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1913,1915,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-8B-int8,int8,6,F6-40,full,tail,20260905,1,machine,True,0.9091,31,1653.9,raw/Qwen3-8B-int8/F6-40__full.txt,0.3636,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3201,3172,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-8B-int8,int8,6,F6-41,full,tail,20260905,1,machine,True,0.8696,23,1275.7,raw/Qwen3-8B-int8/F6-41__full.txt,0.2609,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3208,3187,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-8B-int8,int8,6,F6-40,v1,tail,20260905,1,machine,True,0.8966,24,1325.9,raw/Qwen3-8B-int8/F6-40__v1.txt,0.4828,0.0,0.0,lines,通報,field,なし,,0,,,,,,,,,,1370,1368,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-8B-int8,int8,6,F6-39,v1,tail,20260905,1,machine,True,0.7353,38,1967.4,raw/Qwen3-8B-int8/F6-39__v1.txt,0.1471,0.0294,0.0,lines,待機,field,C-0210,,0,,,,,,,,,,1327,1320,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-14B-int8,int8,6,F6-17,v0,mid,20260905,1,machine,True,0.7647,47,3505.5,raw/Qwen3-14B-int8/F6-17__v0.txt,0.3137,0.0392,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1875,1877,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:00,81,,
Qwen3-14B-int8,int8,6,F6-18,v0,mid,20260905,1,machine,True,0.8421,35,2679.4,raw/Qwen3-14B-int8/F6-18__v0.txt,0.3684,0.0263,0.0,lines,購入,field,なし,,0,,,,,,,,,,1877,1872,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-41,v0,tail,20260905,1,machine,True,0.7,29,1519.9,raw/Qwen3-8B-int8/F6-41__v0.txt,0.1667,0.0333,0.0,lines,移動,field,C-0088,,0,,,,,,,,,,1917,1925,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-42,full,tail,20260905,1,machine,True,0.7,31,1567.8,raw/Qwen3-8B-int8/F6-42__full.txt,0.2333,0.0333,0.0,lines,購入,field,C-0006,,0,,,,,,,,,,3200,3166,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-14B-int8,int8,6,F6-18,v1,mid,20260905,1,machine,True,0.8947,36,2596.3,raw/Qwen3-14B-int8/F6-18__v1.txt,0.2632,0.0263,0.0,lines,購入,field,弁当店C,,0,,,,,,,,,,1327,1315,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-41,v1,tail,20260905,1,machine,True,0.7353,34,1837.3,raw/Qwen3-8B-int8/F6-41__v1.txt,0.1471,0.0294,0.0,lines,移動,field,C-0087,,0,,,,,,,,,,1373,1368,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-42,v0,tail,20260905,1,machine,True,0.8966,25,1390.7,raw/Qwen3-8B-int8/F6-42__v0.txt,0.4483,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1919,1915,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-14B-int8,int8,6,F6-19,v0,mid,20260905,1,machine,True,0.8571,41,3124.7,raw/Qwen3-14B-int8/F6-19__v0.txt,0.3571,0.0238,0.0,lines,購入,field,なし,,0,,,,,,,,,,1866,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-14B-int8,int8,6,F6-19,full,mid,20260905,1,machine,True,0.7436,41,3153.9,raw/Qwen3-14B-int8/F6-19__full.txt,0.2564,0.0513,0.0,lines,購入,field,C-0030,,0,,,,,,,,,,3119,3088,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
